'system name         ','optimization level         ','CCSD(T) /CBS CP              	                                    '
'42 Uracil ...  Cyclopentane (0.95)','MP2/cc-pVTZ CP','-3.97'
'42 Uracil ...  Cyclopentane (1.00)','MP2/cc-pVTZ CP','-4.13'
'42 Uracil ...  Cyclopentane (1.05)','MP2/cc-pVTZ CP','-3.92'
'42 Uracil ...  Cyclopentane (1.10)','MP2/cc-pVTZ CP','-3.54'
'42 Uracil ...  Cyclopentane (1.25)','MP2/cc-pVTZ CP','-2.29'
'42 Uracil ...  Cyclopentane (1.50)','MP2/cc-pVTZ CP','-1.02'
'42 Uracil ...  Cyclopentane (2.00)','MP2/cc-pVTZ CP','-0.25'
'43 Uracil ...  Neopentane (0.90)','MP2/cc-pVTZ CP','-2.87'
'43 Uracil ...  Neopentane (0.95)','MP2/cc-pVTZ CP','-3.6'
'43 Uracil ...  Neopentane (1.00)','MP2/cc-pVTZ CP','-3.7'
'43 Uracil ...  Neopentane (1.05)','MP2/cc-pVTZ CP','-3.49'
'43 Uracil ...  Neopentane (1.10)','MP2/cc-pVTZ CP','-3.15'
'43 Uracil ...  Neopentane (1.25)','MP2/cc-pVTZ CP','-2.05'
'43 Uracil ...  Neopentane (1.50)','MP2/cc-pVTZ CP','-0.92'
'43 Uracil ...  Neopentane (2.00)','MP2/cc-pVTZ CP','-0.23'
'44 Ethene ...  Pentane (0.90)','MP2/cc-pVTZ CP','-1.66'
'44 Ethene ...  Pentane (0.95)','MP2/cc-pVTZ CP','-1.97'
'44 Ethene ...  Pentane (1.00)','MP2/cc-pVTZ CP','-1.99'
'44 Ethene ...  Pentane (1.05)','MP2/cc-pVTZ CP','-1.86'
'44 Ethene ...  Pentane (1.10)','MP2/cc-pVTZ CP','-1.67'
'44 Ethene ...  Pentane (1.25)','MP2/cc-pVTZ CP','-1.09'
'44 Ethene ...  Pentane (1.50)','MP2/cc-pVTZ CP','-0.49'
'44 Ethene ...  Pentane (2.00)','MP2/cc-pVTZ CP','-0.12'
'45 Ethyne ...  Pentane (0.90)','MP2/cc-pVTZ CP','-1.13'
'45 Ethyne ...  Pentane (0.95)','MP2/cc-pVTZ CP','-1.63'
'45 Ethyne ...  Pentane (1.00)','MP2/cc-pVTZ CP','-1.75'
'45 Ethyne ...  Pentane (1.05)','MP2/cc-pVTZ CP','-1.68'
'45 Ethyne ...  Pentane (1.10)','MP2/cc-pVTZ CP','-1.52'
'45 Ethyne ...  Pentane (1.25)','MP2/cc-pVTZ CP','-0.98'
'45 Ethyne ...  Pentane (1.50)','MP2/cc-pVTZ CP','-0.42'
'45 Ethyne ...  Pentane (2.00)','MP2/cc-pVTZ CP','-0.1'
'46 Peptide ...  Pentane (0.90)','MP2/cc-pVTZ CP','-3.75'
'46 Peptide ...  Pentane (0.95)','MP2/cc-pVTZ CP','-4.21'
'46 Peptide ...  Pentane (1.00)','MP2/cc-pVTZ CP','-4.24'
'46 Peptide ...  Pentane (1.05)','MP2/cc-pVTZ CP','-4.05'
'46 Peptide ...  Pentane (1.10)','MP2/cc-pVTZ CP','-3.73'
'46 Peptide ...  Pentane (1.25)','MP2/cc-pVTZ CP','-2.63'
'46 Peptide ...  Pentane (1.50)','MP2/cc-pVTZ CP','-1.19'
'46 Peptide ...  Pentane (2.00)','MP2/cc-pVTZ CP','-0.29'
'47 Benzene ...  Benzene (TS) (0.90)','MP2/cc-pVTZ CP','-1.64'
'47 Benzene ...  Benzene (TS) (0.95)','MP2/cc-pVTZ CP','-2.58'
'47 Benzene ...  Benzene (TS) (1.00)','MP2/cc-pVTZ CP','-2.87'
'47 Benzene ...  Benzene (TS) (1.05)','MP2/cc-pVTZ CP','-2.82'
'47 Benzene ...  Benzene (TS) (1.10)','MP2/cc-pVTZ CP','-2.6'
'47 Benzene ...  Benzene (TS) (1.25)','MP2/cc-pVTZ CP','-1.77'
'47 Benzene ...  Benzene (TS) (1.50)','MP2/cc-pVTZ CP','-0.83'
'47 Benzene ...  Benzene (TS) (2.00)','MP2/cc-pVTZ CP','-0.22'
'48 Pyridine ...  Pyridine (TS) (0.90)','MP2/cc-pVTZ CP','-2.53'
'48 Pyridine ...  Pyridine (TS) (0.95)','MP2/cc-pVTZ CP','-3.31'
'48 Pyridine ...  Pyridine (TS) (1.00)','MP2/cc-pVTZ CP','-3.53'
'48 Pyridine ...  Pyridine (TS) (1.05)','MP2/cc-pVTZ CP','-3.45'
'48 Pyridine ...  Pyridine (TS) (1.10)','MP2/cc-pVTZ CP','-3.22'
'48 Pyridine ...  Pyridine (TS) (1.25)','MP2/cc-pVTZ CP','-2.29'
'48 Pyridine ...  Pyridine (TS) (1.50)','MP2/cc-pVTZ CP','-1.18'
'48 Pyridine ...  Pyridine (TS) (2.00)','MP2/cc-pVTZ CP','-0.37'
'49 Benzene ...  Pyridine (TS) (0.90)','MP2/cc-pVTZ CP','-2.09'
'49 Benzene ...  Pyridine (TS) (0.95)','MP2/cc-pVTZ CP','-3.04'
'49 Benzene ...  Pyridine (TS) (1.00)','MP2/cc-pVTZ CP','-3.32'
'49 Benzene ...  Pyridine (TS) (1.05)','MP2/cc-pVTZ CP','-3.26'
'49 Benzene ...  Pyridine (TS) (1.10)','MP2/cc-pVTZ CP','-3.02'
'49 Benzene ...  Pyridine (TS) (1.25)','MP2/cc-pVTZ CP','-2.1'
'49 Benzene ...  Pyridine (TS) (1.50)','MP2/cc-pVTZ CP','-1.05'
'49 Benzene ...  Pyridine (TS) (2.00)','MP2/cc-pVTZ CP','-0.33'
'50 Benzene ...  Ethyne (CH-pi) (0.90)','MP2/cc-pVTZ CP','-1.87'
'50 Benzene ...  Ethyne (CH-pi) (0.95)','MP2/cc-pVTZ CP','-2.65'
'50 Benzene ...  Ethyne (CH-pi) (1.00)','MP2/cc-pVTZ CP','-2.86'
'50 Benzene ...  Ethyne (CH-pi) (1.05)','MP2/cc-pVTZ CP','-2.79'
'50 Benzene ...  Ethyne (CH-pi) (1.10)','MP2/cc-pVTZ CP','-2.58'
'50 Benzene ...  Ethyne (CH-pi) (1.25)','MP2/cc-pVTZ CP','-1.79'
'50 Benzene ...  Ethyne (CH-pi) (1.50)','MP2/cc-pVTZ CP','-0.89'
'50 Benzene ...  Ethyne (CH-pi) (2.00)','MP2/cc-pVTZ CP','-0.27'
'51 Ethyne ...  Ethyne (TS) (0.90)','MP2/cc-pVTZ CP','-1.21'
'51 Ethyne ...  Ethyne (TS) (0.95)','MP2/cc-pVTZ CP','-1.47'
'51 Ethyne ...  Ethyne (TS) (1.00)','MP2/cc-pVTZ CP','-1.52'
'51 Ethyne ...  Ethyne (TS) (1.05)','MP2/cc-pVTZ CP','-1.46'
'51 Ethyne ...  Ethyne (TS) (1.10)','MP2/cc-pVTZ CP','-1.35'
'51 Ethyne ...  Ethyne (TS) (1.25)','MP2/cc-pVTZ CP','-0.93'
'51 Ethyne ...  Ethyne (TS) (1.50)','MP2/cc-pVTZ CP','-0.46'
'51 Ethyne ...  Ethyne (TS) (2.00)','MP2/cc-pVTZ CP','-0.14'
'52 Benzene ...  AcOH (OH-pi) (0.90)','MP2/cc-pVTZ CP','-3.97'
'52 Benzene ...  AcOH (OH-pi) (0.95)','MP2/cc-pVTZ CP','-4.58'
'52 Benzene ...  AcOH (OH-pi) (1.00)','MP2/cc-pVTZ CP','-4.7'
'52 Benzene ...  AcOH (OH-pi) (1.05)','MP2/cc-pVTZ CP','-4.55'
'52 Benzene ...  AcOH (OH-pi) (1.10)','MP2/cc-pVTZ CP','-4.25'
'52 Benzene ...  AcOH (OH-pi) (1.25)','MP2/cc-pVTZ CP','-3.13'
'52 Benzene ...  AcOH (OH-pi) (1.50)','MP2/cc-pVTZ CP','-1.7'
'52 Benzene ...  AcOH (OH-pi) (2.00)','MP2/cc-pVTZ CP','-0.55'
'53 Benzene ... AcNH2 (NH-pi) (0.90)','MP2/cc-pVTZ CP','-3.79'
'53 Benzene ... AcNH2 (NH-pi) (0.95)','MP2/cc-pVTZ CP','-4.27'
'53 Benzene ... AcNH2 (NH-pi) (1.00)','MP2/cc-pVTZ CP','-4.36'
'53 Benzene ... AcNH2 (NH-pi) (1.05)','MP2/cc-pVTZ CP','-4.23'
'53 Benzene ... AcNH2 (NH-pi) (1.10)','MP2/cc-pVTZ CP','-3.97'
'53 Benzene ... AcNH2 (NH-pi) (1.25)','MP2/cc-pVTZ CP','-2.97'
'53 Benzene ... AcNH2 (NH-pi) (1.50)','MP2/cc-pVTZ CP','-1.65'
'53 Benzene ... AcNH2 (NH-pi) (2.00)','MP2/cc-pVTZ CP','-0.48'
'54 Benzene ...  Water (OH-pi) (0.90)','MP2/cc-pVTZ CP','-2.8'
'54 Benzene ...  Water (OH-pi) (0.95)','MP2/cc-pVTZ CP','-3.21'
'54 Benzene ...  Water (OH-pi) (1.00)','MP2/cc-pVTZ CP','-3.27'
'54 Benzene ...  Water (OH-pi) (1.05)','MP2/cc-pVTZ CP','-3.13'
'54 Benzene ...  Water (OH-pi) (1.10)','MP2/cc-pVTZ CP','-2.9'
'54 Benzene ...  Water (OH-pi) (1.25)','MP2/cc-pVTZ CP','-2.1'
'54 Benzene ...  Water (OH-pi) (1.50)','MP2/cc-pVTZ CP','-1.16'
'54 Benzene ...  Water (OH-pi) (2.00)','MP2/cc-pVTZ CP','-0.42'
'55 Benzene ...  MeOH (OH-pi) (0.90)','MP2/cc-pVTZ CP','-3.45'
'55 Benzene ...  MeOH (OH-pi) (0.95)','MP2/cc-pVTZ CP','-4.05'
'55 Benzene ...  MeOH (OH-pi) (1.00)','MP2/cc-pVTZ CP','-4.19'
'55 Benzene ...  MeOH (OH-pi) (1.05)','MP2/cc-pVTZ CP','-4.07'
'55 Benzene ...  MeOH (OH-pi) (1.10)','MP2/cc-pVTZ CP','-3.8'
'55 Benzene ...  MeOH (OH-pi) (1.25)','MP2/cc-pVTZ CP','-2.8'
'55 Benzene ...  MeOH (OH-pi) (1.50)','MP2/cc-pVTZ CP','-1.53'
'55 Benzene ...  MeOH (OH-pi) (2.00)','MP2/cc-pVTZ CP','-0.52'
'56 Benzene ...  MeNH2 (NH-pi) (0.90)','MP2/cc-pVTZ CP','-2.51'
'56 Benzene ...  MeNH2 (NH-pi) (0.95)','MP2/cc-pVTZ CP','-3.09'
'56 Benzene ...  MeNH2 (NH-pi) (1.00)','MP2/cc-pVTZ CP','-3.23'
'56 Benzene ...  MeNH2 (NH-pi) (1.05)','MP2/cc-pVTZ CP','-3.12'
'56 Benzene ...  MeNH2 (NH-pi) (1.10)','MP2/cc-pVTZ CP','-2.86'
'56 Benzene ...  MeNH2 (NH-pi) (1.25)','MP2/cc-pVTZ CP','-1.95'
'56 Benzene ...  MeNH2 (NH-pi) (1.50)','MP2/cc-pVTZ CP','-0.94'
'56 Benzene ...  MeNH2 (NH-pi) (2.00)','MP2/cc-pVTZ CP','-0.26'
'57 Benzene ...  Peptide (NH-pi) (0.90)','MP2/cc-pVTZ CP','-3.75'
'57 Benzene ...  Peptide (NH-pi) (0.95)','MP2/cc-pVTZ CP','-4.96'
'57 Benzene ...  Peptide (NH-pi) (1.00)','MP2/cc-pVTZ CP','-5.28'
'57 Benzene ...  Peptide (NH-pi) (1.05)','MP2/cc-pVTZ CP','-5.14'
'57 Benzene ...  Peptide (NH-pi) (1.10)','MP2/cc-pVTZ CP','-4.78'
'57 Benzene ...  Peptide (NH-pi) (1.25)','MP2/cc-pVTZ CP','-3.41'
'57 Benzene ...  Peptide (NH-pi) (1.50)','MP2/cc-pVTZ CP','-1.8'
'57 Benzene ...  Peptide (NH-pi) (2.00)','MP2/cc-pVTZ CP','-0.62'
'58 Pyridine ...  Pyridine (CH-N) (0.90)','MP2/cc-pVTZ CP','-2.8'
'58 Pyridine ...  Pyridine (CH-N) (0.95)','MP2/cc-pVTZ CP','-3.82'
'58 Pyridine ...  Pyridine (CH-N) (1.00)','MP2/cc-pVTZ CP','-4.15'
'58 Pyridine ...  Pyridine (CH-N) (1.05)','MP2/cc-pVTZ CP','-3.89'
'58 Pyridine ...  Pyridine (CH-N) (1.10)','MP2/cc-pVTZ CP','-3.45'
'58 Pyridine ...  Pyridine (CH-N) (1.25)','MP2/cc-pVTZ CP','-2.18'
'58 Pyridine ...  Pyridine (CH-N) (1.50)','MP2/cc-pVTZ CP','-1.01'
'58 Pyridine ...  Pyridine (CH-N) (2.00)','MP2/cc-pVTZ CP','-0.28'
'59 Ethyne ...  Water (CH-O) (0.90)','MP2/cc-pVTZ CP','-2.52'
'59 Ethyne ...  Water (CH-O) (0.95)','MP2/cc-pVTZ CP','-2.8'
'59 Ethyne ...  Water (CH-O) (1.00)','MP2/cc-pVTZ CP','-2.85'
'59 Ethyne ...  Water (CH-O) (1.05)','MP2/cc-pVTZ CP','-2.76'
'59 Ethyne ...  Water (CH-O) (1.10)','MP2/cc-pVTZ CP','-2.6'
'59 Ethyne ...  Water (CH-O) (1.25)','MP2/cc-pVTZ CP','-1.98'
'59 Ethyne ...  Water (CH-O) (1.50)','MP2/cc-pVTZ CP','-1.17'
'59 Ethyne ...  Water (CH-O) (2.00)','MP2/cc-pVTZ CP','-0.46'
'60 Ethyne ...  AcOH (OH-pi) (0.90)','MP2/cc-pVTZ CP','-4.28'
'60 Ethyne ...  AcOH (OH-pi) (0.95)','MP2/cc-pVTZ CP','-4.78'
'60 Ethyne ...  AcOH (OH-pi) (1.00)','MP2/cc-pVTZ CP','-4.86'
'60 Ethyne ...  AcOH (OH-pi) (1.05)','MP2/cc-pVTZ CP','-4.69'
'60 Ethyne ...  AcOH (OH-pi) (1.10)','MP2/cc-pVTZ CP','-4.39'
'60 Ethyne ...  AcOH (OH-pi) (1.25)','MP2/cc-pVTZ CP','-3.26'
'60 Ethyne ...  AcOH (OH-pi) (1.50)','MP2/cc-pVTZ CP','-1.77'
'60 Ethyne ...  AcOH (OH-pi) (2.00)','MP2/cc-pVTZ CP','-0.56'
'61 Pentane ...  AcOH (0.90)','MP2/cc-pVTZ CP','-2.7'
'61 Pentane ...  AcOH (0.95)','MP2/cc-pVTZ CP','-2.9'
'61 Pentane ...  AcOH (1.00)','MP2/cc-pVTZ CP','-2.88'
'61 Pentane ...  AcOH (1.05)','MP2/cc-pVTZ CP','-2.73'
'61 Pentane ...  AcOH (1.10)','MP2/cc-pVTZ CP','-2.52'
'61 Pentane ...  AcOH (1.25)','MP2/cc-pVTZ CP','-1.79'
'61 Pentane ...  AcOH (1.50)','MP2/cc-pVTZ CP','-0.78'
'61 Pentane ...  AcOH (2.00)','MP2/cc-pVTZ CP','-0.17'
'62 Pentane ...  AcNH2 (0.90)','MP2/cc-pVTZ CP','-3.15'
'62 Pentane ...  AcNH2 (0.95)','MP2/cc-pVTZ CP','-3.5'
'62 Pentane ...  AcNH2 (1.00)','MP2/cc-pVTZ CP','-3.51'
'62 Pentane ...  AcNH2 (1.05)','MP2/cc-pVTZ CP','-3.32'
'62 Pentane ...  AcNH2 (1.10)','MP2/cc-pVTZ CP','-3.04'
'62 Pentane ...  AcNH2 (1.25)','MP2/cc-pVTZ CP','-2.12'
'62 Pentane ...  AcNH2 (1.50)','MP2/cc-pVTZ CP','-1.04'
'62 Pentane ...  AcNH2 (2.00)','MP2/cc-pVTZ CP','-0.27'
'63 Benzene ...  AcOH (0.90)','MP2/cc-pVTZ CP','-2.73'
'63 Benzene ...  AcOH (0.95)','MP2/cc-pVTZ CP','-3.6'
'63 Benzene ...  AcOH (1.00)','MP2/cc-pVTZ CP','-3.8'
'63 Benzene ...  AcOH (1.05)','MP2/cc-pVTZ CP','-3.65'
'63 Benzene ...  AcOH (1.10)','MP2/cc-pVTZ CP','-3.34'
'63 Benzene ...  AcOH (1.25)','MP2/cc-pVTZ CP','-2.24'
'63 Benzene ...  AcOH (1.50)','MP2/cc-pVTZ CP','-1.02'
'63 Benzene ...  AcOH (2.00)','MP2/cc-pVTZ CP','-0.26'
'64 Peptide ...  Ethene (0.90)','MP2/cc-pVTZ CP','-2.6'
'64 Peptide ...  Ethene (0.95)','MP2/cc-pVTZ CP','-2.95'
'64 Peptide ...  Ethene (1.00)','MP2/cc-pVTZ CP','-2.99'
'64 Peptide ...  Ethene (1.05)','MP2/cc-pVTZ CP','-2.85'
'64 Peptide ...  Ethene (1.10)','MP2/cc-pVTZ CP','-2.63'
'64 Peptide ...  Ethene (1.25)','MP2/cc-pVTZ CP','-1.86'
'64 Peptide ...  Ethene (1.50)','MP2/cc-pVTZ CP','-0.88'
'64 Peptide ...  Ethene (2.00)','MP2/cc-pVTZ CP','-0.19'
'65 Pyridine ...  Ethyne (0.90)','MP2/cc-pVTZ CP','-3.54'
'65 Pyridine ...  Ethyne (0.95)','MP2/cc-pVTZ CP','-3.91'
'65 Pyridine ...  Ethyne (1.00)','MP2/cc-pVTZ CP','-3.99'
'65 Pyridine ...  Ethyne (1.05)','MP2/cc-pVTZ CP','-3.89'
'65 Pyridine ...  Ethyne (1.10)','MP2/cc-pVTZ CP','-3.68'
'65 Pyridine ...  Ethyne (1.25)','MP2/cc-pVTZ CP','-2.84'
'65 Pyridine ...  Ethyne (1.50)','MP2/cc-pVTZ CP','-1.67'
'65 Pyridine ...  Ethyne (2.00)','MP2/cc-pVTZ CP','-0.62'
'66 MeNH2 ...  Pyridine (0.90)','MP2/cc-pVTZ CP','-3.45'
'66 MeNH2 ...  Pyridine (0.95)','MP2/cc-pVTZ CP','-3.88'
'66 MeNH2 ...  Pyridine (1.00)','MP2/cc-pVTZ CP','-3.97'
'66 MeNH2 ...  Pyridine (1.05)','MP2/cc-pVTZ CP','-3.85'
'66 MeNH2 ...  Pyridine (1.10)','MP2/cc-pVTZ CP','-3.62'
'66 MeNH2 ...  Pyridine (1.25)','MP2/cc-pVTZ CP','-2.71'
'66 MeNH2 ...  Pyridine (1.50)','MP2/cc-pVTZ CP','-1.5'
'66 MeNH2 ...  Pyridine (2.00)','MP2/cc-pVTZ CP','-0.49'
